flight_no,airline,origin,destination,dep_hour,weather,delay_minutes
OO2964,SpiceJet,TUS,PHX,19,CLOUDY,1
OO2995,GoAir,BFL,PHX,19,CLOUDY,-22
OO5202,SpiceJet,IAH,CVG,19,CLOUDY,-19
OO5478,SpiceJet,DEN,LAR,19,CLEAR,12
OO6327,IndiGo,ORD,ASE,19,SUNNY,-8
UA505,Akasa Air,IAD,DEN,19,STORM,-19
UA562,Vistara,DEN,SNA,19,RAIN,-20
UA565,IndiGo,ORD,SFO,19,SNOW,-17
UA748,Akasa Air,DEN,SJC,19,CLOUDY,-12
UA794,IndiGo,ORD,LGA,19,CLOUDY,-39
UA796,Akasa Air,ORD,IAH,19,CLEAR,-13
WN1430,AirAsia,BWI,MHT,19,CLEAR,-18
WN3563,Air India,TPA,BNA,19,RAIN,-9
WN3415,Air India,TPA,PVD,19,CLEAR,21
WN5234,SpiceJet,JAX,HOU,19,STORM,-10
WN5101,Air India,MCO,PVD,19,SNOW,-18
WN5265,Akasa Air,MSY,DCA,19,FOG,-16
WN5280,Vistara,PHX,MDW,19,RAIN,-22
WN3444,SpiceJet,PHX,SMF,19,RAIN,12
WN2412,Air India,SFO,SAN,19,CLEAR,-14
AA1092,American Airlines,EGE,LAX,19,STORM,11
AA1693,American Airlines,MIA,CLT,19,FOG,-16
B6277,IndiGo,FLL,SFO,19,SNOW,-25
AA2568,American Airlines,DFW,ABQ,19,SNOW,10
OO5237,Air India,DEN,BIL,19,FOG,22
UA555,Akasa Air,ORD,DTW,19,FOG,-21
B6135,AirAsia,JFK,PHX,19,RAIN,12
DL1433,Delta,ATL,MSP,19,SUNNY,-12
EV5938,GoAir,ORD,TUL,19,SUNNY,34
EV6115,AirAsia,ORD,MSN,19,SNOW,-11
EV5780,IndiGo,IAH,LIT,19,CLOUDY,-7
NK182,Spirit Airlines,RSW,LBE,19,RAIN,-14
NK614,Spirit Airlines,MSP,ORD,19,STORM,-24
OO5737,Air India,IAH,BTR,19,SUNNY,31
UA448,SpiceJet,DEN,LAS,19,FOG,23
UA1027,Vistara,IAH,ORD,19,STORM,-21
EV4560,GoAir,ORD,FSD,19,CLEAR,-9
EV4574,IndiGo,IAH,ECP,19,CLEAR,-18
EV6119,SpiceJet,ORD,OKC,19,SNOW,4
NK785,Spirit Airlines,MCI,LAX,19,CLEAR,4
OO6217,Akasa Air,ORD,SBN,19,FOG,13
DL1716,Delta,ATL,AUS,19,CLEAR,-14
EV4098,SpiceJet,AEX,IAH,19,STORM,-43
NK906,Spirit Airlines,IAH,DTW,19,RAIN,38
UA1226,AirAsia,IAH,ATL,19,STORM,-12
UA1923,Air India,EWR,MIA,19,SNOW,-14
DL1095,Delta,ATL,LAS,19,RAIN,-14
DL1181,Delta,ATL,MCI,19,STORM,19
DL1395,Delta,ATL,ILM,19,STORM,-7
DL2268,Delta,ATL,BNA,19,SUNNY,43
DL2502,Delta,ATL,RDU,19,FOG,-12
DL2647,Delta,ATL,MIA,19,CLOUDY,-8
EV4446,GoAir,IAH,SHV,19,CLEAR,-10
EV4447,SpiceJet,IAH,SAV,19,SUNNY,-7
EV4960,IndiGo,ATL,AGS,19,STORM,-7
F91250,SpiceJet,ORD,PHL,19,CLEAR,20
OO6231,IndiGo,ORD,MCI,19,SNOW,6
UA624,AirAsia,ORD,DCA,19,STORM,-24
UA651,Akasa Air,ORD,SAN,19,RAIN,-3
UA884,Akasa Air,ORD,EWR,19,CLOUDY,-22
UA1774,Akasa Air,EWR,FLL,19,CLEAR,-11
OO6486,SpiceJet,DEN,ONT,19,RAIN,14
WN2670,AirAsia,CMH,DAL,19,SNOW,18
WN5076,Akasa Air,DAL,MDW,19,STORM,55
WN3217,SpiceJet,ATL,MCO,19,SUNNY,-18
WN5035,Air India,AUS,LAS,19,SNOW,4
WN5577,Air India,BNA,MSY,19,FOG,-12
WN5620,GoAir,BWI,BOS,19,CLEAR,-4
WN5174,AirAsia,BWI,LAX,19,CLEAR,-11
WN5355,GoAir,HOU,BNA,19,STORM,-15
WN5213,IndiGo,IAD,DEN,19,SUNNY,-9
WN5663,GoAir,LAX,LAS,19,STORM,6
WN3483,IndiGo,MCI,DAL,19,RAIN,-5
WN5579,Vistara,MCO,HOU,19,CLOUDY,-19
WN5114,IndiGo,OAK,SAN,19,RAIN,24
AA267,American Airlines,LAX,HNL,19,SUNNY,-19
AA2512,American Airlines,MIA,ATL,19,CLEAR,-6
B61336,Akasa Air,DTW,BOS,19,FOG,-9
EV4350,GoAir,IAH,BHM,19,SUNNY,-6
EV4624,IndiGo,IAH,SDF,19,CLOUDY,-7
MQ3391,Akasa Air,FWA,ORD,19,SNOW,-19
HA247,IndiGo,KOA,HNL,19,FOG,13
OO5232,Akasa Air,IAH,MSP,19,CLEAR,-30
UA459,AirAsia,DEN,SAN,19,SUNNY,-13
UA883,Vistara,ORD,BZN,19,CLOUDY,-34
AA411,American Airlines,SJC,PHX,19,FOG,-25
AA855,American Airlines,SMF,PHX,19,SUNNY,-10
MQ3164,AirAsia,FNT,ORD,19,SUNNY,31
MQ3433,Vistara,DAY,ORD,19,CLOUDY,-21
OO5687,AirAsia,SFO,SLC,19,CLEAR,-7
UA594,SpiceJet,DEN,PHX,19,RAIN,13
OO6247,Vistara,ORD,BOI,19,SNOW,-38
B61968,SpiceJet,PBI,HPN,19,RAIN,-16
DL391,Delta,MSP,ATL,19,FOG,-19
OO4836,Akasa Air,MSP,ORD,19,SUNNY,9
UA3,Akasa Air,IAH,FLL,19,FOG,-11
B6698,AirAsia,MCO,LGA,19,CLOUDY,31
DL1638,Delta,ATL,DCA,19,FOG,-11
DL2100,Delta,ATL,BOS,19,SNOW,-5
DL433,Delta,JFK,AUS,19,SUNNY,43
DL830,Delta,ATL,CMH,19,STORM,-15
DL1101,Delta,MSP,BWI,19,FOG,-19
DL2459,Delta,ATL,ICT,19,FOG,-28
DL2605,Delta,ATL,DAB,19,RAIN,-13
EV4238,Akasa Air,IAH,MOB,19,RAIN,-11
EV4881,SpiceJet,MSP,RIC,19,CLOUDY,-21
EV5971,SpiceJet,ORD,ICT,19,FOG,2
EV6009,SpiceJet,ORD,HSV,19,CLEAR,8
F91390,Vistara,RSW,CLE,19,CLOUDY,-12
OO2966,IndiGo,SBA,PHX,19,RAIN,-21
OO4987,SpiceJet,IAH,PSP,19,CLEAR,-18
OO5416,SpiceJet,DEN,JMS,19,RAIN,-5
WN3995,Air India,BNA,DEN,19,RAIN,0
WN5593,Air India,BWI,MCO,19,CLOUDY,-9
WN2311,SpiceJet,BWI,STL,19,CLEAR,-1
WN2608,GoAir,LAS,SMF,19,CLOUDY,-9
WN269,AirAsia,PHX,BUR,19,SNOW,0
WN2100,IndiGo,SAT,DEN,19,SUNNY,32
AA1176,American Airlines,DFW,LGA,19,FOG,-15
AA1265,American Airlines,MIA,PHL,19,SUNNY,-16
AA2474,American Airlines,DFW,SMF,19,FOG,5
AA1888,American Airlines,PHL,BOS,19,SUNNY,-8
AA2097,American Airlines,DFW,PHL,19,SNOW,22
B67,Air India,FLL,LAS,19,SUNNY,2
B6862,Air India,SJU,BOS,19,FOG,-1
EV4861,Akasa Air,HRL,IAH,19,SNOW,-15
UA1165,SpiceJet,EWR,LAX,19,CLOUDY,-9
UA1480,IndiGo,IAH,SJU,19,CLOUDY,4
UA349,AirAsia,IAH,SAN,19,SNOW,12
B61635,Air India,SFO,LGB,19,RAIN,0
EV5903,SpiceJet,BRO,IAH,19,FOG,-10
HA392,IndiGo,HNL,ITO,19,CLEAR,-4
NK813,Spirit Airlines,TPA,DFW,19,FOG,-3
OO4691,Vistara,MSP,DAY,19,STORM,-18
UA639,SpiceJet,ORD,LAX,19,CLEAR,-19
UA1788,Vistara,ORD,SNA,19,STORM,34
UA1939,Air India,IAH,MEM,19,SUNNY,-12
OO4618,Vistara,MSP,SBN,19,RAIN,-30
UA1927,SpiceJet,EWR,MSY,19,FOG,-13
DL2041,Delta,ATL,JAN,19,SNOW,-7
OO5728,IndiGo,LAX,SAT,19,SNOW,-23
B61269,Akasa Air,BOS,FLL,19,STORM,-5
DL1850,Delta,ATL,MSN,19,CLOUDY,-19
DL2052,Delta,ATL,CLT,19,SUNNY,80
DL2094,Delta,ATL,PHL,19,FOG,12
DL2149,Delta,ATL,PDX,19,FOG,-36
DL1124,Delta,ATL,RIC,19,RAIN,-12
DL2242,Delta,JFK,SJU,19,CLEAR,-20
DL2391,Delta,JFK,ATL,19,STORM,-9
DL2554,Delta,MSP,IND,19,FOG,-21
DL2659,Delta,FLL,JFK,19,RAIN,12
EV3806,SpiceJet,IAH,BNA,19,RAIN,-6
F91445,AirAsia,MIA,ATL,19,STORM,149
MQ3078,SpiceJet,GRR,ORD,19,CLOUDY,7
HA361,SpiceJet,ITO,HNL,19,SNOW,5
OO4516,Air India,MSP,GFK,19,STORM,-6
UA1570,Akasa Air,IAH,DFW,19,CLEAR,18
UA1823,SpiceJet,RSW,CLE,19,CLEAR,5
UA1908,Air India,IAH,PBI,19,FOG,-11
UA1933,Vistara,IAH,EWR,19,FOG,-27
WN347,Air India,ATL,TPA,19,FOG,-13
WN5056,Air India,AUS,DEN,19,FOG,-17
WN5048,AirAsia,BUR,SMF,19,CLOUDY,-8
WN5344,GoAir,FLL,BWI,19,SNOW,-3
WN2480,AirAsia,MDW,BWI,19,CLOUDY,5
WN5215,IndiGo,OMA,DEN,19,SUNNY,24
AA2323,American Airlines,ORD,DCA,19,FOG,90
AA2459,American Airlines,LAX,DFW,19,SUNNY,-19
AA2465,American Airlines,TPA,MIA,19,STORM,2
AA464,American Airlines,SAN,PHX,19,CLOUDY,2
AA674,American Airlines,ONT,PHX,19,SNOW,-9
AS893,Alaska Airlines,SEA,HNL,19,STORM,-11
B61374,SpiceJet,CHS,JFK,19,RAIN,5
B6426,IndiGo,TPA,JFK,19,FOG,-9
AS337,Alaska Airlines,SFO,SEA,19,FOG,-22
AS532,Alaska Airlines,SEA,PSP,19,SNOW,-3
OO4503,Air India,MSP,CID,19,CLOUDY,-7
UA262,Vistara,ORD,SEA,19,CLEAR,-37
B6432,GoAir,SRQ,LGA,19,SNOW,16
DL2402,Delta,ATL,CHO,19,STORM,-9
UA1880,AirAsia,EWR,IAH,19,SNOW,-19
OO7375,SpiceJet,MSP,BRD,19,SUNNY,-11
DL2117,Delta,ATL,COS,19,SNOW,11
OO6302,IndiGo,LAX,PSP,19,SUNNY,-12
UA1417,Akasa Air,EWR,MCO,19,CLOUDY,77
DL1617,Delta,ATL,TLH,19,CLOUDY,-10
DL1669,Delta,ATL,MCO,19,RAIN,0
DL1960,Delta,LGA,FLL,19,CLOUDY,-38
DL2216,Delta,ATL,ABQ,19,SNOW,-13
DL2,Delta,JFK,FLL,19,CLOUDY,1
DL442,Delta,JFK,LAX,19,STORM,-10
DL504,Delta,ATL,EWR,19,STORM,-16
DL1193,Delta,ATL,MSY,19,CLOUDY,-8
DL1385,Delta,ATL,SJU,19,RAIN,-6
DL2578,Delta,MSP,BOS,19,SUNNY,-23
EV4243,IndiGo,IAH,CLE,19,CLEAR,-18
EV4331,GoAir,ORD,XNA,19,SUNNY,-6
EV4333,Vistara,IAH,PIA,19,SNOW,-25
EV4421,GoAir,IAH,MSY,19,CLEAR,1
EV5351,GoAir,ATL,HOU,19,STORM,-11
OO5310,Air India,DEN,GCC,19,RAIN,9
OO5511,AirAsia,ORD,COS,19,CLOUDY,11
UA1233,SpiceJet,IAH,AUS,19,CLEAR,-7
OO6525,Vistara,ORD,SGF,19,FOG,-8
WN5065,GoAir,DAL,MCI,19,CLOUDY,-6
WN1602,SpiceJet,DAL,MEM,19,FOG,18
WN2129,Akasa Air,BWI,ALB,19,CLOUDY,4
WN5414,Vistara,CLT,BWI,19,FOG,-13
WN352,SpiceJet,LAS,OAK,19,CLEAR,-10
AA81,American Airlines,DFW,TUS,19,CLOUDY,1
AA356,American Airlines,LAX,SFO,19,STORM,-20
AA678,American Airlines,SNA,PHX,19,STORM,-8
AA1959,American Airlines,DCA,TPA,19,FOG,-2
AA1983,American Airlines,PBI,PHL,19,CLOUDY,-3
AA2022,American Airlines,FLL,PHL,19,CLEAR,-1
AS469,Alaska Airlines,LAX,SEA,19,RAIN,-18
AS485,Alaska Airlines,SAN,SEA,19,CLOUDY,-9
DL996,Delta,MSP,BIS,19,CLOUDY,-19
HA195,SpiceJet,OGG,HNL,19,RAIN,-7
B6687,SpiceJet,BOS,LAX,19,SNOW,-25
UA1720,Vistara,IAH,LAS,19,RAIN,-7
B6497,GoAir,BOS,SEA,19,SNOW,-12
F9734,Air India,DEN,CVG,19,RAIN,76
F9365,AirAsia,MKE,DEN,19,SNOW,-30
HA164,IndiGo,LIH,HNL,19,RAIN,3
NK251,Spirit Airlines,ATL,TPA,19,SUNNY,102
NK395,Spirit Airlines,PHL,LAS,19,CLOUDY,52
OO5298,AirAsia,ORD,DLH,19,RAIN,-4
OO5413,GoAir,ORD,EAU,19,CLEAR,-31
OO5341,Vistara,DEN,RKS,19,SNOW,-16
OO7372,AirAsia,MSP,BJI,19,CLOUDY,-30
UA1509,GoAir,IAH,MCO,19,CLOUDY,-3
OO6451,GoAir,PHX,LAX,19,FOG,8
WN3937,Air India,DAL,TPA,19,SNOW,8
WN5548,SpiceJet,AUS,BNA,19,FOG,-15
WN1136,IndiGo,BNA,TPA,19,SUNNY,-11
WN5100,Air India,LAS,LAX,19,STORM,12
WN3178,SpiceJet,LAS,ONT,19,CLOUDY,1
WN5324,SpiceJet,LAS,PHX,19,CLEAR,12
WN1276,AirAsia,MDW,LAX,19,RAIN,-8
WN5154,IndiGo,MDW,SEA,19,CLEAR,-29
WN1509,IndiGo,MDW,SJC,19,STORM,-17
WN5075,Air India,MDW,SLC,19,STORM,0
WN5569,GoAir,MDW,TUS,19,CLEAR,13
WN5203,AirAsia,SEA,SJC,19,CLOUDY,-13
AA1698,American Airlines,RSW,PHL,19,STORM,-26
AA1878,American Airlines,DCA,MCO,19,STORM,-10
B61534,IndiGo,TPA,BDL,19,SUNNY,6
AS640,Alaska Airlines,PDX,PHX,19,CLEAR,41
AS643,Alaska Airlines,PHX,SEA,19,FOG,-18
OO4481,IndiGo,MSP,MKE,19,CLOUDY,-12
UA1124,Akasa Air,IAH,SAT,19,SUNNY,-7
AA2447,American Airlines,MCO,MIA,19,CLOUDY,13
B6325,SpiceJet,JFK,TPA,19,SUNNY,-8
DL1631,Delta,MSP,FAR,19,CLOUDY,1
B6302,AirAsia,FLL,JFK,19,STORM,49
B62008,Vistara,FLL,PIT,19,SNOW,11
B61234,GoAir,SJU,MCO,19,CLOUDY,6
DL1684,Delta,ATL,SJC,19,CLOUDY,-4
DL188,Delta,DTW,LGA,19,SUNNY,14
DL635,Delta,DTW,JFK,19,FOG,-16
DL1444,Delta,DTW,ATL,19,RAIN,-25
EV4906,Akasa Air,DTW,CLE,19,SNOW,-10
EV5021,AirAsia,DTW,TVC,19,SNOW,-16
NK711,Spirit Airlines,DTW,LAS,19,SUNNY,-5
OO3447,SpiceJet,BOI,SEA,19,FOG,-20
UA269,SpiceJet,ORD,DEN,19,CLEAR,7
OO5359,Vistara,DEN,MAF,19,FOG,NA
VX1916,Air India,SFO,LAS,19,CLEAR,-18
WN5384,IndiGo,DAL,ELP,19,CLEAR,46
WN2637,IndiGo,LAS,BUR,19,SNOW,22
WN1522,GoAir,LAS,SJC,19,SNOW,92
WN4632,GoAir,LAS,SLC,19,FOG,-5
WN5720,GoAir,LAS,TUS,19,STORM,5
WN3365,AirAsia,MDW,DAL,19,STORM,5
WN5601,Vistara,MDW,FLL,19,CLEAR,-20
WN5237,GoAir,MDW,MHT,19,CLEAR,-17
WN5139,Vistara,MDW,PDX,19,FOG,9
WN3317,Akasa Air,MDW,RSW,19,SUNNY,-9
AA350,American Airlines,ORD,LGA,19,CLEAR,-32
AA1144,American Airlines,LGA,DFW,19,CLOUDY,-18
AA2390,American Airlines,PHX,ORD,19,SUNNY,-30
AA735,American Airlines,LAS,PHX,19,RAIN,-3
B62615,Akasa Air,JAX,FLL,19,SUNNY,71
B6993,IndiGo,BOS,DEN,19,STORM,17
B61454,AirAsia,SJU,FLL,19,CLOUDY,109
B61271,AirAsia,LGA,FLL,19,FOG,-11
AS21,Alaska Airlines,ORD,SEA,19,SUNNY,-51
AS505,Alaska Airlines,SNA,SEA,19,CLOUDY,-33
AS524,Alaska Airlines,SEA,BUR,19,RAIN,-9
AS543,Alaska Airlines,LAX,PDX,19,SNOW,-22
DL1535,Delta,ATL,IND,19,FOG,-12
OO7415,Air India,MSP,RHI,19,SUNNY,-9
B61444,AirAsia,PBI,EWR,19,SUNNY,3
HA223,AirAsia,HNL,LIH,19,CLOUDY,16
OO6190,IndiGo,DEN,PSC,19,SUNNY,-18
DL2516,Delta,ATL,VPS,19,FOG,-12
DL2186,Delta,ATL,LGA,19,CLEAR,-20
DL918,Delta,LAX,PDX,19,CLOUDY,-27
DL2601,Delta,MCO,JFK,19,SUNNY,-12
F91276,GoAir,ORD,ATL,19,SNOW,-8
F9409,Akasa Air,DEN,LAX,19,CLEAR,1
NK680,Spirit Airlines,MSY,FLL,19,STORM,66
OO2977,Air India,PHX,PSP,19,SUNNY,-1
UA1262,Air India,EWR,SAN,19,SNOW,1
WN897,GoAir,LAS,RNO,19,SNOW,-4
WN2382,AirAsia,MDW,ATL,19,CLEAR,-1
WN3660,Air India,MDW,DEN,19,FOG,-5
WN5091,GoAir,MDW,LAS,19,SUNNY,-4
WN2788,IndiGo,MDW,PHX,19,CLOUDY,20
WN5086,IndiGo,MDW,SFO,19,RAIN,-30
WN5122,AirAsia,PIT,MCO,19,RAIN,13
AA938,American Airlines,JFK,SJU,19,CLOUDY,35
AA2600,American Airlines,IAH,MIA,19,CLOUDY,53
AA430,American Airlines,PHX,DTW,19,CLOUDY,-29
AA596,American Airlines,PHX,MCI,19,SNOW,-10
AA779,American Airlines,PHX,DSM,19,RAIN,-12
AA856,American Airlines,CLT,DCA,19,CLOUDY,42
AA894,American Airlines,CLT,DFW,19,SNOW,-2
AA1867,American Airlines,CLT,BNA,19,SNOW,-7
B681,Akasa Air,JFK,RNO,19,STORM,-35
B671,GoAir,JFK,SLC,19,RAIN,-1
B62689,Air India,LAS,SFO,19,RAIN,-19
B6561,IndiGo,LGA,PBI,19,STORM,-27
AS800,Alaska Airlines,SMF,SEA,19,SNOW,-23
DL852,Delta,ATL,IAH,19,SUNNY,-14
DL2371,Delta,MSP,SMF,19,CLEAR,-22
OO5664,SpiceJet,ORD,AUS,19,CLOUDY,25
UA1744,Air India,IAH,SEA,19,FOG,2
OO7403,SpiceJet,MSP,HIB,19,CLOUDY,-23
B61904,Air India,SJU,JFK,19,RAIN,9
NK763,Spirit Airlines,ORD,MSP,19,STORM,-15
B6866,Akasa Air,SJU,ORD,19,SNOW,-17
DL2199,Delta,ATL,BZN,19,CLOUDY,-15
DL864,Delta,MSP,MSN,19,CLOUDY,-14
DL1405,Delta,DTW,MCO,19,CLEAR,-19
EV4898,IndiGo,DTW,ELM,19,RAIN,-16
EV5429,SpiceJet,ATL,MLU,19,CLOUDY,-8
NK468,Spirit Airlines,LAS,MSY,19,RAIN,101
OO6352,IndiGo,BOI,SFO,19,CLOUDY,-6
OO7417,GoAir,DTW,BGM,19,STORM,16
UA480,AirAsia,LAX,SFO,19,CLEAR,-3
UA1986,Akasa Air,IAH,BWI,19,SUNNY,-11
VX490,Air India,LAX,LAS,19,FOG,-11
WN3934,SpiceJet,ATL,BOS,19,SNOW,-6
WN3850,Vistara,BNA,CLE,19,STORM,-14
WN3754,Akasa Air,MCO,BDL,19,STORM,0
WN4242,SpiceJet,MDW,CHS,19,CLOUDY,-13
AA422,American Airlines,PHX,OMA,19,RAIN,59
AA477,American Airlines,PHX,IAH,19,RAIN,-18
AA484,American Airlines,PHX,STL,19,CLOUDY,-15
AA548,American Airlines,PHX,MKE,19,STORM,-26
AA747,American Airlines,CLT,MCO,19,SNOW,-11
AA1865,American Airlines,CLT,MSP,19,FOG,-7
AA2027,American Airlines,PHX,MSP,19,CLEAR,-4
AA369,American Airlines,DFW,MCO,19,SNOW,-1
B6552,IndiGo,SJU,TPA,19,SNOW,21
B6611,Air India,JFK,LAS,19,RAIN,-5
AS518,Alaska Airlines,SEA,SNA,19,FOG,-18
AS667,Alaska Airlines,DFW,SEA,19,FOG,-32
AA1769,American Airlines,CLT,MCI,19,STORM,-5
NK903,Spirit Airlines,ORD,DFW,19,CLOUDY,23
NK731,Spirit Airlines,LAX,OAK,19,SNOW,-1
DL815,Delta,MSP,ABQ,19,FOG,-9
B6381,Vistara,BOS,RIC,19,FOG,-6
B628,GoAir,MCO,EWR,19,RAIN,-17
AA1870,American Airlines,CLT,ROC,19,RAIN,-2
DL1380,Delta,DTW,MSN,19,FOG,3
F9337,Air India,MSP,DEN,19,STORM,-6
NK779,Spirit Airlines,LGA,FLL,19,FOG,-28
NK706,Spirit Airlines,DTW,LAX,19,CLEAR,0
NK821,Spirit Airlines,BWI,ATL,19,FOG,-6
NK869,Spirit Airlines,LAS,PDX,19,RAIN,12
NK749,Spirit Airlines,MSP,DFW,19,STORM,8
OO2982,Akasa Air,PHX,GJT,19,SUNNY,-6
OO7400,Akasa Air,DTW,PLN,19,STORM,-19
OO4638,Air India,ATL,SBN,19,FOG,-28
UA1789,AirAsia,IAH,TPA,19,RAIN,NA
UA252,Vistara,HNL,IAH,19,SNOW,-29
UA384,Vistara,SAN,SFO,19,RAIN,-17
WN2762,IndiGo,DAL,DTW,19,SUNNY,-19
WN1864,Vistara,DAL,PIT,19,CLOUDY,-13
WN5085,SpiceJet,ATL,HOU,19,CLEAR,-14
WN3213,SpiceJet,STL,CMH,19,RAIN,2
WN253,IndiGo,STL,RDU,19,SNOW,-10
WN5094,AirAsia,MCO,CAK,19,FOG,69
AA2293,American Airlines,DFW,DCA,19,SUNNY,-24
AA463,American Airlines,CLT,PHX,19,CLOUDY,-8
AA494,American Airlines,PHX,DEN,19,CLEAR,2
AA500,American Airlines,PHX,IND,19,FOG,-23
AA509,American Airlines,PHX,LAX,19,CLEAR,-10
AA545,American Airlines,PHX,DFW,19,RAIN,31
AA1768,American Airlines,CLT,MEM,19,CLEAR,0
AA1979,American Airlines,CLT,ILM,19,CLEAR,-10
AA2074,American Airlines,IAD,LAX,19,SNOW,-8
B61786,Air India,PIT,BOS,19,SUNNY,-2
B61730,GoAir,RSW,JFK,19,CLOUDY,-7
B6865,Air India,BOS,RSW,19,RAIN,-18
B6883,Air India,JFK,MCO,19,RAIN,17
B654,IndiGo,PBI,JFK,19,CLEAR,20
AS99,Alaska Airlines,SEA,ANC,19,CLOUDY,-18
AS117,Alaska Airlines,SEA,FAI,19,CLOUDY,-9
AS444,Alaska Airlines,SEA,LAX,19,RAIN,-5
AS484,Alaska Airlines,SEA,SAN,19,RAIN,-8
AS552,Alaska Airlines,PDX,SAN,19,RAIN,-5
AS606,Alaska Airlines,SEA,LAS,19,RAIN,-18
AS611,Alaska Airlines,LAS,SEA,19,STORM,-20
AS621,Alaska Airlines,LAS,PDX,19,RAIN,2
AS675,Alaska Airlines,DEN,SEA,19,FOG,-13
AS678,Alaska Airlines,SEA,DEN,19,FOG,17
DL1285,Delta,ATL,PBI,19,CLOUDY,-4
AA154,American Airlines,ORD,MCO,19,FOG,17
OO2933,SpiceJet,ORD,MKE,19,SUNNY,1
UA1887,Akasa Air,IAH,RSW,19,FOG,-12
DL1067,Delta,DTW,PDX,19,SUNNY,-38
DL2614,Delta,ATL,LFT,19,STORM,-8
EV4122,Vistara,EWR,CLE,19,CLOUDY,-11
F9768,AirAsia,LAS,DEN,19,FOG,11
NK474,Spirit Airlines,ATL,PHL,19,STORM,-5
OO4738,AirAsia,SEA,BIL,19,RAIN,-8
UA558,Air India,EWR,ATL,19,SUNNY,-13
AA1464,American Airlines,DFW,TUL,19,FOG,-14
AA2325,American Airlines,MIA,LGA,19,CLOUDY,7
AA2411,American Airlines,MIA,SFO,19,CLOUDY,-20
AA1747,American Airlines,CLT,PIT,19,SNOW,-4
B61066,AirAsia,RSW,BOS,19,RAIN,-4
B61415,IndiGo,JFK,SFO,19,FOG,-13
B6681,IndiGo,DCA,RSW,19,CLOUDY,94
AA2547,American Airlines,MIA,SLC,19,FOG,-20
DL1503,Delta,ATL,PVD,20,FOG,-12
DL36,Delta,SEA,ANC,20,SNOW,-15
EV4202,SpiceJet,EWR,STL,20,CLOUDY,1
EV6076,Vistara,ORD,LNK,20,FOG,-3
F91215,SpiceJet,PHL,MCO,20,SUNNY,-44
F9668,IndiGo,SFO,DEN,20,CLEAR,-45
HA556,Air India,HNL,OGG,20,CLEAR,-7
MQ3115,Vistara,ORD,CMH,20,FOG,-17
MQ3232,Akasa Air,ORD,FAR,20,STORM,-17
MQ3275,GoAir,ORD,BNA,20,CLOUDY,4
NK1069,Spirit Airlines,CLE,LAS,20,STORM,2
OO3479,SpiceJet,PDX,BOI,20,RAIN,-4
OO4744,GoAir,DTW,MKE,20,CLEAR,8
OO5296,Akasa Air,SFO,PSC,20,SUNNY,-17
UA1437,Akasa Air,EWR,ORD,20,CLOUDY,-20
UA222,Vistara,SFO,LAX,20,STORM,NA
WN2352,IndiGo,BWI,ISP,20,CLOUDY,-9
WN5460,GoAir,FLL,ATL,20,SUNNY,9
WN5296,IndiGo,MDW,ABQ,20,SUNNY,NA
WN5627,IndiGo,PBI,ATL,20,FOG,-18
WN5346,Akasa Air,RSW,IND,20,SNOW,9
AA1389,American Airlines,LGA,MIA,20,CLOUDY,-11
AA1056,American Airlines,LAX,AUS,20,CLOUDY,-18
AA643,American Airlines,CLT,SAN,20,RAIN,11
AA1822,American Airlines,DCA,JAX,20,FOG,-18
AA1871,American Airlines,CLT,TPA,20,SNOW,6
AA1921,American Airlines,CLT,JAX,20,SNOW,-10
AA2116,American Airlines,BOS,DCA,20,CLEAR,-7
AA371,American Airlines,SFO,LAX,20,STORM,4
B61201,AirAsia,JFK,FLL,20,FOG,91
B665,SpiceJet,JFK,ABQ,20,CLOUDY,11
B61437,Air India,BDL,MCO,20,FOG,-30
B61090,AirAsia,DCA,BOS,20,CLOUDY,-25
B62051,Vistara,BOS,MCO,20,SNOW,-16
UA576,GoAir,ORD,RSW,20,FOG,-8
UA627,IndiGo,SFO,SEA,20,SNOW,120
MQ3466,Akasa Air,ORD,DBQ,20,FOG,-13
OO4500,IndiGo,DTW,FWA,20,FOG,-1
OO4524,AirAsia,DTW,SBN,20,CLEAR,-3
UA441,Vistara,EWR,SJU,20,RAIN,-3
HA398,Akasa Air,HNL,KOA,20,RAIN,-12
MQ3174,IndiGo,ORD,SGF,20,FOG,5
MQ3254,IndiGo,ORD,XNA,20,FOG,-12
OO7386,GoAir,DTW,ESC,20,CLEAR,-27
AA1419,American Airlines,MIA,BDL,20,SNOW,7
EV2740,AirAsia,DFW,TYS,20,SNOW,-23
DL2639,Delta,ATL,PHX,20,CLOUDY,-3
EV2851,IndiGo,DFW,BTR,20,SNOW,3
F9291,Akasa Air,TPA,DEN,20,SUNNY,-23
MQ3338,IndiGo,DFW,CVG,20,CLEAR,-3
MQ3340,GoAir,DFW,XNA,20,SUNNY,60
MQ3412,Akasa Air,DFW,ABI,20,STORM,-3
NK380,Spirit Airlines,FLL,DTW,20,SUNNY,14
NK676,Spirit Airlines,FLL,MCO,20,RAIN,-7
NK777,Spirit Airlines,FLL,LAS,20,SNOW,-15
NK976,Spirit Airlines,DEN,DTW,20,STORM,17
UA524,GoAir,DEN,SFO,20,CLEAR,10
UA2006,SpiceJet,EWR,SFO,20,CLOUDY,-19
WN5608,GoAir,BWI,FLL,20,SUNNY,-17
WN3502,AirAsia,BWI,RSW,20,FOG,-22
